
5679;4597
4497;1200
4422;1149
3066;4406
5057;1984
1002;3282
879;1079
1199;2560
2707;792
3264;3934
361;2285
92;465
19;2757
3268;55
1209;2765
1390;1998
3983;4022
2317;696
3574;1699
2197;1795
3985;4292
5333;3302
786;1482
3327;516
3523;4922
1319;3150
1185;1057
665;3263
3082;839
3675;1620
4898;1211
1383;2537
5058;1168
418;328
4631;2998
1576;1930
5386;3278
2998;2036
4405;1258
3717;3934
4196;3826
892;161
3723;3183
5286;3148
1528;1383
768;2561
5245;2098
4713;1832
1628;1094
3411;1274
3047;4262
740;3612
1830;2409
5453;1145
4640;2055
4307;1180
2013;2330
953;767
3982;2421
1029;40
1014;635
5656;2565
3330;3446
1921;1784
2870;1017
2983;1417
4429;3574
4266;4277
343;2619
4046;2135
191;781
195;1325
1685;3903
3889;2485
260;4906
5005;1698
2953;976
5110;3051
719;4761
3136;1452
1994;1293
1374;1931
94;2360
5256;1346
822;1387
1043;600
4625;4307
2662;3385
4715;4639
2690;2940
407;4813
652;562
4621;800
4465;4540
3374;4933
2602;456
851;2093
1311;1333
2921;974
5588;2247
2342;4098
3186;2612
2407;113
5167;4370
5470;1282
5486;1292
2640;449
4575;3485
524;3717
3503;2995
1508;3015
2175;783
763;2232
2304;461
159;2648
3433;4983
5490;1804
2500;2321
442;2773
3157;1514
4331;1827
3317;1635
842;1458
5488;4753
5426;3247
4537;1514
2973;408
3816;2933
818;1465
2527;1201
2406;2657
4819;4173
1720;1931
2621;214
2037;2521
3855;3897
1733;1149
2981;4688
1493;3231
968;2371
3339;4874
5435;4174
3938;4990
3662;2661
5208;4275
3091;2162
623;3503
5221;4336
4995;1259
4482;3790
2910;3168
587;3886
3309;3403
953;339
2019;659
187;3920
1260;326
1724;2263
630;2061
1313;484
670;648
3413;4933
3754;3953
146;2000
3430;1708
1450;2405
995;4023
517;1492
1184;3313
813;1456
5568;3606
829;202
5265;3326
4439;2044
3247;1816
5295;2550
5150;3213
3143;3537
1251;1824
1028;4789
2180;3407
2764;2759
4650;1935
4286;4082
2950;2652
4226;113
1885;964
3718;383
3896;3720
911;1654
2660;4558
1668;757
300;2055
1263;1753
1749;4004
2808;4749
1798;3611
4334;2701
5549;4745
679;1486
3973;1293
292;4891
2485;623
5213;4015
4896;2979
3513;1627
1458;3714
631;4235
234;3081
2768;1233
2153;4617
1940;3965
1951;1136
3855;3026
1234;1612
316;1476
2681;3060
2718;2696
3395;203
4041;145
438;691
25;4404
1515;2123
570;4371
229;2196
4775;1704
363;1112
1664;3734
2469;332
3523;2369
2706;720
2648;2639
569;1938
1280;2712
1647;1913
4016;4629
5267;1684
4588;1525
2739;1232
3996;2272
64;3662
1084;100
2680;4979
5691;538
2245;1477
2405;1816
4230;4684
1972;1922
357;1369
4608;1707
4595;2897
4392;1337
5226;2413
3687;4840
4788;464
4476;319
386;1071
4578;4578
5209;1075
3038;850
2354;2346
2761;362
5567;1927
902;3529
4978;3995
1000;2670
4137;989
2124;1264
4401;2945
3663;4201
409;1327
2637;4504
4903;414
1801;2592
5493;3605
5016;2214
5367;3367
3685;4329
4072;3467
5521;3650
3600;1784
5428;762
866;3054
1134;3632
4534;4332
4490;3764
1315;1423
4080;3145
5683;31
2382;1568
1480;3738
4843;817
1897;3916
3539;1439
3706;4149
4450;4769
4804;4745
2080;3514
3664;1925
354;2898
3962;4887
540;3261
3387;4383
4678;509
2956;2892
4610;4852
3435;3914
2213;3749
2559;1216
1121;1238
2943;4082
227;4899
3640;164
4406;3796
4889;2274
2435;2653
2857;385
1983;3245
1767;4052
901;3630
946;3790
2312;1651
3561;4281
761;2984
3366;16
3836;855
782;2118
4147;3187
667;2571
3101;984
5030;2312
1861;3117
4606;1470
2217;197
1716;4586
1529;202
3026;130
1562;2590
1916;2814
4181;663
447;2082
4959;3070
2034;4531
1914;4052
4312;4057
3265;1605
5621;4495
4377;3862
3387;1127
987;425
4033;4613
4866;4155
3132;2802
330;2237
5557;391
45;1847
673;1299
3988;1750
4426;1784
1274;2360
3562;2955
847;3938
5393;2287
5065;3727
3141;2883
3059;2686
5085;3410
1079;196
4098;1773
3121;2306
1054;2766
60;1190
589;3736
3222;118
1100;3947
4406;3447
3337;1711
4264;945
4859;2472
1467;3097
484;2351
390;327
5336;2240
3285;307
5377;2203
2574;2474
832;2886
90;4141
1038;447
2473;392
3215;2750
4442;4417
69;4100
4407;2612
4011;3393
1239;2897
116;2653
2361;4876
367;1800
4347;2804
4871;3402
1952;3162
3486;277
4954;4352
4090;385
1497;679
1081;1746
4984;1913
3712;316
3856;4977
3159;1752
4361;2399
3333;77
4772;116
3782;4264
4633;759
415;454
917;4273
1289;2814
3589;1517
5628;3030
2209;3880
675;3108
2465;680
601;3546
249;1649
2145;2869
3172;758
1192;2902
3908;2059
2829;2974
1074;245
1010;3015
2867;2054
5096;2456
2979;2982
4199;672
1149;1598
4914;2585
5064;1086
1587;1331
3067;2393
1401;4090
774;2579
4680;3930
1865;696
3612;2114
1378;600
1813;1707
4360;3631
3817;762
188;904
3125;3186
3683;4465
657;3106
1598;30
224;819
265;1790
4049;1420
