
3591;368
1788;612
2859;383
1814;587
1594;908
573;398
486;350
14;560
2179;548
1712;982
386;877
3747;29
4877;29
2598;845
4021;216
3217;139
1407;581
110;512
1093;934
2459;954
1456;162
2072;510
1697;628
614;516
764;69
2492;303
2755;343
43;842
3065;838
29;786
209;251
1644;938
3991;737
2080;701
3130;825
4735;341
3310;489
2334;386
1328;106
4389;580
1625;455
4990;629
2080;568
4535;121
4952;261
3305;579
2933;604
3697;58
1914;42
1587;432
2182;358
4184;490
3478;222
4390;263
1137;669
1054;825
3288;835
3823;548
2688;130
3953;712
3769;994
2011;768
3849;69
4394;666
2853;664
2329;369
1021;98
4349;365
1521;533
2792;668
3817;3
2742;918
2946;651
2150;416
2637;542
4197;215
2921;576
3459;255
4774;619
3132;560
446;230
2295;842
1339;954
4449;534
4635;757
605;921
71;342
1105;334
4651;350
2163;656
306;218
4285;873
2461;939
1951;935
4043;440
693;535
1793;915
289;23
3917;869
137;763
4541;500
1727;187
2654;760
3913;457
90;723
2998;277
3030;73
2474;144
2896;704
2043;534
208;149
948;694
2505;364
4899;202
4430;462
3527;456
3574;541
4070;351
3213;744
4828;940
2841;725
707;822
3850;555
3587;237
4369;861
3660;539
1654;937
3453;391
4209;295
1124;150
4746;81
3992;878
2246;408
2242;901
305;674
759;945
2347;941
2761;344
2418;2
2988;548
505;796
3812;395
279;31
1393;447
4615;976
3330;498
2952;237
1056;414
1227;607
678;591
4638;578
3149;347
3095;481
724;1
3246;611
2111;401
1450;712
4180;454
4314;802
2918;302
187;837
3843;397
449;442
4716;485
3322;988
886;572
1178;790
2687;341
4797;141
1004;252
1268;954
1606;799
2118;627
1628;105
1385;684
755;266
3451;625
180;113
2833;991
1353;728
3830;523
1992;610
2299;95
4984;647
2715;939
3275;828
2965;428
872;20
1019;242
3918;46
737;867
4875;40
2049;637
4663;545
1071;460
4419;206
1936;286
4156;993
2219;961
3710;404
3648;425
3014;383
50;517
3797;540
2893;307
2387;310
364;444
2806;456
3876;56
1228;312
2239;420
1183;87
486;429
1952;884
4282;964
2478;49
2743;120
1625;337
371;554
632;864
1937;25
806;518
1120;482
4471;534
2108;564
1201;550
4620;155
647;416
4982;548
1745;436
3960;248
3266;221
2021;987
2721;662
956;196
967;117
3754;51
4403;89
3495;551
3701;148
468;322
4479;880
1783;831
588;781
2561;283
771;181
1406;867
962;457
166;148
162;584
2875;559
958;791
1952;324
882;586
1020;650
4955;999
3666;731
2034;141
4872;53
1247;750
533;927
1195;673
1879;473
698;865
1197;460
946;993
880;686
2386;53
48;901
4841;377
239;637
743;833
2348;950
292;963
1941;998
4205;230
2015;384
1564;841
1740;964
3606;665
1508;177
2621;159
4383;820
4489;830
500;732
3916;614
1370;806
165;615
3069;925
2942;531
4447;605
4847;29
3891;557
1500;760
228;596
3106;602
66;378
4794;419
4773;25
4319;771
2190;47
1529;431
3587;96
3729;883
2196;431
1938;572
4199;113
4120;771
1071;70
2467;908
3881;180
1521;927
1023;398
1490;791
4911;654
1987;868
1925;982
1615;169
2249;967
1084;372
4655;193
3323;311
4134;923
5000;120
4714;689
3655;635
2656;929
1382;126
3509;729
354;737
2467;568
3399;771
868;326
1610;988
3796;701
527;527
348;569
1203;762
3169;186
4640;65
178;557
4044;690
1515;128
1086;920
1955;968
4703;940
3480;490
393;631
385;373
1721;401
1624;513
1196;125
497;743
1479;498
717;529
2135;578
658;644
1036;737
3612;761
454;409
903;926
3349;501
1033;889
3241;381
3932;988
945;840
3013;616
347;6
1134;542
3743;365
3711;297
2441;287
4562;542
2198;270
104;512
1975;537
3692;310
562;890
1414;679
4885;575
3611;85
3840;535
4262;115
4649;846
1026;246
4290;721
3161;755
4420;841
1236;373
628;620
3581;50
1572;653
1613;228
1871;544
4281;758
3984;711
4075;376
2405;331
3192;799
650;308
4451;352
3720;675
668;12
3238;82
3512;365
3410;46
4984;457
2496;896
2192;195
2194;588
4255;228
4174;119
3372;82
4400;279
1970;27
3635;388
1902;413
2068;84
2143;570
1761;509
2902;365
3533;696
2969;892
4927;967
4013;469
1138;131
4923;658
2630;353
4817;343
1749;964
4917;475
3965;150
58;304
1954;890
964;866
507;618
2854;845
1486;893
375;101
563;463
4521;254
2336;272
1064;143
2103;11
2066;285
2069;901
132;243
2272;653
105;429
4106;843
2734;905
528;172
3588;618
2178;779
583;767
1948;901
3164;146
3715;341
622;905
4880;64
3831;799
1738;363
3435;83
4368;537
152;105
500;49
2046;250
1851;341
1015;591
4155;236
3981;919
938;396
304;211
2076;596
4360;585
1469;239
3400;265
4006;992
345;949
932;111
570;423
4131;884
3564;141
1942;8
1669;209
4249;750
2037;819
4026;803
17;311
40;254
3510;744
3882;470
1022;274
2830;666
999;149
4866;513
550;805
3285;633
966;245
53;832
989;485
3772;832
4530;744
4301;952
3842;435
1759;401
1096;481
830;303
3807;975
1290;122
3654;173
778;206
3822;540
3765;805
134;605
3643;479
277;751
1226;660
3989;329
3578;965
4508;689
2978;724
2926;815
1048;950
566;822
2610;22
2913;919
1013;393
51;400
4944;942
2897;193
2550;564
1898;329
4681;959
2862;306
4007;102
4277;520
2371;552
1318;939
2676;476
559;302
3945;657
4930;287
2587;298
1300;647
396;39
3988;137
4273;111
2525;756
2567;353
3735;529
1166;243
3272;313
2209;984
937;850
2796;427
3547;503
2130;184
594;363
2720;979
2051;985
2513;163
2812;862
4927;342
288;510
3791;51
1582;504
3258;23
1206;714
98;156
3343;497
1562;317
2638;304
4256;439
2215;337
603;440
4075;498
4720;715
1269;328
777;268
2799;851
44;128
4475;392
4364;807
4139;69
476;899
2123;527
3557;11
1974;111
4010;338
1571;961
4260;60
9;750
642;301
2477;418
960;655
2119;576
1101;566
4070;576
475;461
3219;650
532;802
3020;32
4839;4
4077;873
2498;656
1163;678
2115;117
4692;11
179;705
27;403
2387;609
1642;964
649;300
1237;106
681;52
1088;804
356;781
1838;525
1552;317
855;94
1509;494
3921;640
2763;546
906;229
4667;627
3774;156
3419;929
929;980
2671;458
1666;392
2612;619
4910;688
3906;449
4366;589
3519;702
4437;6
3470;298
2860;708
2296;129
4138;85
194;665
2124;38
2232;466
2257;707
1830;908
2698;794
2536;822
3084;492
3678;185
934;775
4115;108
4020;799
104;254
415;387
148;698
1230;494
4935;424
4710;266
4901;490
2159;349
984;364
276;494
4566;402
3676;146
1296;826
4061;273
3657;437
192;441
4732;120
4529;444
1946;222
1079;188
4897;418
3293;306
1629;848
4852;785
2185;552
20;598
1036;545
391;69
4118;127
1588;552
1568;786
34;699
715;327
4080;882
1080;436
403;430
3585;150
3018;910
4032;14
4415;540
1935;366
2357;118
1272;766
4005;667
585;447
2040;598
810;384
4978;415
1657;826
112;326
3879;741
2256;326
4491;49
1599;504
366;991
3762;79
4219;365
3617;882
1146;457
2088;817
2214;798
733;446
3851;154
1478;500
4015;680
4386;768
3297;963
1933;510
715;549
3958;509
3770;344
2384;456
4141;432
1494;12
191;520
142;364
2213;468
2840;568
4516;338
109;735
4697;168
1702;769
147;440
1890;241
4451;782
2402;573
1616;110
3848;161
3209;381
2272;838
4912;353
2710;268
826;545
4945;495
3910;885
3883;553
3681;871
2650;643
3889;764
1419;451
4176;212
3703;561
3481;660
2271;564
479;298
3538;691
4987;586
2299;329
4910;104
2949;731
3038;467
3577;681
2852;233
455;125
1250;141
3616;729
4587;309
4539;815
4470;340
1498;425
2454;740
4141;252
4995;44
661;974
1966;364
913;43
2435;779
456;634
3859;723
65;610
4654;203
4126;217
2570;829
4473;18
2786;789
2331;480
2082;647
1871;972
4974;39
4572;284
2352;277
1430;481
3866;947
2887;332
1390;151
3989;97
3867;459
151;642
1979;392
333;7
3222;109
2234;951
2727;368
1320;646
2151;841
57;888
1525;283
3653;671
1678;841
3778;894
3178;656
2313;391
445;418
3290;207
3243;768
3907;470
2307;324
298;175
3367;89
3156;802
217;53
671;201
3293;569
2780;757
4766;443
3951;912
1928;857
458;49
4906;661
4904;5
2260;824
2052;552
2871;174
4646;907
4313;539
2033;126
584;295
111;177
3927;994
2953;683
2071;581
192;897
4242;786
1655;899
1709;920
4336;677
942;828
4229;397
586;683
4608;559
4248;661
738;432
2450;636
1984;9
1671;938
975;299
4341;921
357;864
1791;785
2443;482
251;26
3596;562
3840;257
3572;865
4540;767
3101;205
4052;601
1644;904
3785;532
3228;839
543;345
2728;206
2957;853
3536;973
4310;836
3077;909
3120;27
3070;644
4526;781
742;106
2709;76
2230;500
63;967
754;801
803;290
4002;114
3668;269
4339;657
3341;956
184;375
4756;212
28;126
3360;142
1159;151
4193;91
2206;816
389;18
4554;892
95;732
1945;617
1820;453
805;676
4603;588
2332;74
3334;959
1174;102
1192;590
1595;855
4048;873
4695;462
3416;31
4507;480
1467;413
3367;573
2923;332
4713;73
3949;355
4855;996
952;547
795;760
1249;433
4089;794
3040;173
1550;690
2496;172
2399;686
4356;470
849;707
3820;162
4407;918
3999;504
4441;627
3156;665
510;666
4651;528
3781;148
4357;931
3620;418
1167;135
1161;170
2385;946
4147;640
1787;66
1766;187
735;321
2054;36
1601;512
2847;725
2857;196
1983;596
140;442
2620;678
3366;716
3457;325
327;765
3381;414
2200;506
3394;433
3825;432
880;150
1134;831
4975;834
684;418
2711;18
4188;470
337;208
1108;746
