
1;596
2;656
3;36
4;417
5;192
6;72
7;310
8;655
9;346
10;666
11;487
12;536
13;293
14;249
15;228
16;478
17;245
18;606
19;461
20;212
21;104
22;684
23;476
24;715
25;440
26;171
27;683
28;278
29;151
30;554
31;543
32;482
33;349
34;113
35;268
36;435
37;376
38;52
39;414
40;380
41;699
42;131
43;774
44;295
45;159
46;265
47;684
48;650
49;66
50;665
51;51
52;787
53;34
54;486
55;85
56;459
57;328
58;63
59;364
60;257
61;740
62;593
63;114
64;396
65;11
66;87
67;465
68;288
69;36
70;102
71;653
72;726
73;715
74;438
75;500
76;590
77;748
78;764
79;247
80;333
81;11
82;443
83;326
84;609
85;200
86;596
87;444
88;452
89;620
90;761
91;60
92;189
93;73
94;295
95;58
96;7
97;342
98;544
99;324
100;636
101;457
102;637
103;486
104;6
105;357
106;462
107;726
108;667
109;679
110;319
111;692
112;604
113;416
114;13
115;233
116;613
117;232
118;592
119;4
120;638
121;261
122;190
123;263
124;442
125;638
126;394
127;529
128;524
129;382
130;384
131;649
132;6
133;607
134;48
135;739
136;472
137;139
138;624
139;287
140;114
141;682
142;407
143;127
144;116
145;204
146;506
147;469
148;296
149;256
150;411
151;412
152;780
153;548
154;700
155;276
156;20
157;64
158;463
159;366
160;147
161;735
162;358
163;378
164;673
165;782
166;64
167;45
168;411
169;9
170;377
171;278
172;116
173;537
174;198
175;348
176;42
177;76
178;90
179;150
180;260
181;306
182;751
183;720
184;148
185;599
186;761
187;467
188;760
189;37
190;759
191;43
192;103
193;86
194;599
195;526
196;495
197;571
198;325
199;309
200;783
201;630
202;319
203;734
204;73
205;454
206;611
207;59
208;181
209;287
210;138
211;408
212;22
213;496
214;664
215;435
216;43
217;747
218;478
219;205
220;644
221;321
222;631
223;115
224;675
225;64
226;24
227;495
228;500
229;80
230;546
231;659
232;433
233;563
234;657
235;696
236;267
237;163
238;120
239;426
240;398
241;722
242;535
243;623
244;719
245;465
246;342
247;524
248;354
249;542
250;33
251;539
252;608
253;689
254;58
255;540
256;365
257;434
258;563
259;542
260;74
261;252
262;373
263;520
264;691
265;300
266;315
267;504
268;313
269;67
270;665
271;71
272;341
273;27
274;612
275;791
276;17
277;391
278;646
279;132
280;678
281;785
282;649
283;101
284;666
285;28
286;176
287;97
288;268
289;404
290;119
291;108
292;528
293;692
294;751
295;282
296;623
297;674
298;690
299;634
300;575
301;797
302;665
303;319
304;142
305;480
306;225
307;356
308;329
309;13
310;516
311;227
312;495
313;73
314;672
315;547
316;380
317;95
318;26
319;483
320;606
321;468
322;599
323;155
324;354
325;217
326;157
327;384
328;477
329;404
330;244
331;390
332;141
333;730
334;156
335;651
336;117
337;112
338;495
339;580
340;800
341;75
342;473
343;399
344;329
345;363
346;578
347;335
348;544
349;90
350;37
351;446
352;651
353;584
354;626
355;111
356;408
357;617
358;501
359;560
360;515
361;217
362;176
363;159
364;563
365;254
366;171
367;549
368;327
369;602
370;436
371;347
372;140
373;732
374;648
375;576
376;581
377;365
378;97
379;386
380;153
381;231
382;335
383;277
384;669
385;483
386;195
387;16
388;694
389;645
390;757
391;652
392;502
393;383
394;137
395;677
396;457
397;621
398;309
399;630
400;601
401;183
402;667
403;711
404;593
405;309
406;673
407;767
408;173
409;753
410;668
411;471
412;562
413;446
414;212
415;20
416;314
417;159
418;530
419;707
420;431
421;373
422;696
423;593
424;210
425;345
426;181
427;699
428;330
429;686
430;786
431;425
432;503
433;579
434;554
435;352
436;31
437;710
438;169
439;128
440;337
441;43
442;141
443;301
444;244
445;153
446;595
447;657
448;781
449;221
450;88
451;18
452;61
453;759
454;342
455;152
456;238
457;71
458;499
459;121
460;148
461;17
462;83
463;179
464;347
465;33
466;469
467;732
468;39
469;776
470;485
471;116
472;333
473;792
474;484
475;552
476;126
477;398
478;312
479;137
480;320
481;747
482;262
483;79
484;25
485;606
486;687
487;679
488;763
489;113
490;464
491;267
492;438
493;319
494;79
495;61
496;720
497;225
498;604
499;142
500;605
501;404
502;665
503;126
504;285
505;175
506;317
507;46
508;341
509;552
510;761
511;303
512;729
513;402
514;717
515;273
516;35
517;428
518;81
519;749
520;480
521;504
522;577
523;634
524;261
525;575
526;566
527;285
528;688
529;476
530;333
531;239
532;187
533;574
534;352
535;238
536;160
537;305
538;706
539;377
540;623
541;496
542;153
543;127
544;214
545;753
546;170
547;777
548;581
549;130
550;142
551;516
552;91
553;616
554;509
555;665
556;211
557;447
558;682
559;434
560;329
561;70
562;508
563;349
564;296
565;7
566;235
567;186
568;311
569;523
570;76
571;608
572;264
